id,sentence,#aspect terms,aspect_term,at_polarity
768:1,"यकीन नहीं था कि मैं इसे like करने जा रहा था इसे बहुत कम पसंद करता था तो मुझे बहुत अच्छा लगा, इसलिए मैं एक local best buy पर गया और एक Mac Pro पर IOS system के साथ play किया और यह पूरी तरह से unique और different  था।",1,['IOS system'],['positive']
271:10:00,Quietest laptop जो मैंने कभी own किया,0,[],[]
272:10:00,Air में higher resolution हैं लेकिन fonts small हैं।,2,"['resolution', 'fonts']","['positive', 'negative']"
272:22:00,फिर से यह सिर्फ मेरा  personal honest opinion है।,0,[],[]
1103:1,अगर आपको higher expectations है ... तो मैं कहीं और देखूंगा।,0,[],[]
862:1,"Mac के साथ working बहुत easy है, बहुत सारे cool features हैं।",2,"['working', 'features']","['positive', 'positive']"
170:6,मैं एक logitech c270 buy करने जा रहा हूँ।,0,[],[]
234:1,अपने purchase से बहुत Happy हूं।,0,[],[]
643:1,मुझे brightness और adjustments पसंद हैं।,2,"['brightness', 'adjustments']","['positive', 'positive']"
899:1,मैं अपने macbook pro के साथ बहुत HAPPY हूँ!,0,[],[]
164:1,मेरी एकमात्र wish है कि इस mac में एक CD/DVD player built in हो।,1,['CD/DVD player'],['neutral']
969:5,केवल एक चीज जो मैं miss करता हूं वो है कि मेरे old Alienware laptop में backlit keys थीं।,1,['backlit keys'],['negative']
933:1,"केवल एक चीज जो मैं miss करता हूं वह है ""Home/End"" type keys और अन्य चीजें जिनका मैं इतने लंबे समय के बाद आदी हो गया हूं।",1,"['""Home/End"" type keys']",['neutral']
535:1,"इस purchase से बहुत happy हूं, मैं बस यह wish करता हूं कि यह Microsoft Word के साथ आए।",1,['Microsoft Word'],['neutral']
1080:1,यह computer एक high school student की needs को पूरा करने के लिए पर्याप्त से अधिक है।,0,[],[]
1133:1,Laptop के साथ आने वाले सभी flexibility के साथ मेरे business को run कराने के लिए पर्याप्त memory और speed है।,3,"['memory', 'speed', 'flexibility']","['positive', 'positive', 'positive']"
881:4,"Speed, simplicity, design .. यह किसी भी PC से एक light year आगे है जो मैंने कभी own किया है।",3,"['Speed', 'simplicity', 'design']","['positive', 'positive', 'positive']"
713:1,मुझे इस computer के बारे में सब कुछ पसंद है।,0,[],[]
793:1,मुझे Dell ultra books और Apple के बीच decide करना सबसे tough लगा।,0,[],[]
390:1,"Battery life excellent है, display excellent है, और downloading apps एक breeze है।",3,"['Battery life', 'display', 'downloading apps']","['positive', 'positive', 'positive']"
940:1,"Screen, software और operating system की smoothness।",3,"['Screen', 'software', 'operating system']","['positive', 'positive', 'positive']"
374:1,"जब हम सभी crashes और viruses से जूझते हैं, kids computer consistent रहते हैं और इसलिए हमने business के लिए एक buy किया!",0,[],[]
886:1,मैं एक computer को RUN कराना नहीं चाहता; मैं एक computer का use करना चाहता हूं।,0,[],[]
547:16:00,"मैंने अपना couple times drop किया है, जो slim plastic case cover है।",1,['slim plastic case'],['neutral']
991:8,मैंने एक recovery USB stick भी बनाई है।,1,['recovery USB stick'],['neutral']
785:1,Mac पर switch करने के लिए कई years से PC users होने के नाते मैं वापस नहीं जाऊंगा।,0,[],[]
311:18:00,"लेकिन इस laptop के साथ, bass बहुत weak है और sound tinny लग रहा है।",2,"['bass', 'sound']","['negative', 'negative']"
635:1,"मैं admit करता हूँ कि यह pricy है, लेकिन saying इस MacBook Pro Laptop के साथ वास्तव में true है (आप जो भी pay करते हैं वह आपको मिलता है)।",0,[],[]
84:1,"मैंने लगभग 2005 के बाद से हर generation का Mac Minis buy किया हैं, और इसने मुझे निराश नहीं किया।",0,[],[]
339:1,"Built quality वास्तव में अच्छी है, मैं इस product के बारे में बहुत happy और excited था।",1,['Built quality'],['positive']
484:1,मैं fast performance भी पसंद कर रहा हूं।,1,['performance'],['positive']
1038:1,मुझे इसे return करना पड़ा क्योंकि यह start भी नहीं होगा।,0,[],[]
34:13:00,"इसके अलावा, इस Mac Mini में एक sloppy Bluetooth interface है (Mac OS के सौजन्य से) और range poor है।",3,"['Bluetooth interface', 'Mac OS', 'range']","['negative', 'negative', 'negative']"
869:0,एक शानदार laptop पर शानदार deal!,0,[],[]
1065:41:00,यदि आप दूर right side से start करते हैं और अपने left scroll करते हैं तो start menu अपने आप सामने आ जाएगा।,1,['start menu'],['neutral']
736:1,Best money जो मैंने कभी spend किया।,0,[],[]
67:1,मेरा एकमात्र gripe अधिक RAM add करने की need होगी।,1,['RAM'],['negative']
73:1,लेकिन मैं laptop पर एक और thousand spend नहीं करना चाहता था क्योंकि पहले से ही एक PC मुझे मेरा work provide करता है।,0,[],[]
1107:3,यदि आपके पास touch screen है तो fine है।,1,['touch screen'],['neutral']
930:1,Apple product कभी wrong नहीं हो सकता।,0,[],[]
32:1,"जहाँ तक user type है - मैं games (WoW) से Photoshop तक सब कुछ में dabble हूं, लेकिन professionally कुछ भी नहीं।",2,"['games', 'Photoshop']","['neutral', 'neutral']"
769:1,"यह मेरे PC की तरह hot नहीं होता है, हमेशा अपनी fingertips पर technology के साथ मैं कभी भी भूल जाता हूं कि मैं कुछ कैसे कर सकता हूं बस इसे Google करें।",0,[],[]
997:12:00,मैंने WLAN card को inside re-seat किया और LAN device drivers को फिर से re-install किया।,2,"['WLAN card', 'LAN device drivers']","['neutral', 'neutral']"
934:1,"यह अब तक market में किसी भी computer को beat कर देता है, अच्छी तरह से built है, battery life AMAZING है।",2,"['built', 'battery life']","['positive', 'positive']"
118:2,"मैंने अभी तक किसी भी high tech के लिए इसका use नहीं किया है, लेकिन मैं पहले से ही इसे पसंद करता हूं।",0,[],[]
