review_text,rating,sentiment,review_date,city,category,platform,language_mix,review_length,review_id,product_id,product_name,aspects_mentioned
"Anarkali Dress ki stitching solid hai, color vibrant. Exchange/return helpful tha. Phir bhi recommend karunga.",1,negative,2024-06-01,Lucknow,Fashion,Myntra,hindi_english,110,SYN_012397,SYN0012397,Anarkali Dress,general
"Denim Jeans ki stitching solid hai, color thoda fade. Exchange/return helpful tha. Phir bhi recommend karunga.",5,positive,2023-02-15,Mumbai,Fashion,Myntra,hindi_english,110,SYN_012841,SYN0012841,Denim Jeans,general
"Hair Oil ka result decent mila, fragrance mild. Price reasonable. Value for money.",2,negative,2024-02-03,Hyderabad,Beauty,Nykaa,hindi_english,82,SYN_012808,SYN0012808,Hair Oil,general
product is good but delivery is not up to the mark,4,4,2025-04-03,,General,Flipkart,english,50,ENG_034636,ENGSRC034636,General_Item,general
"Swiggy se Veg Thali order kiya, taste bahut achha tha, delivery bahut fast thi. Packaging kharab thi. Disappointed ho gaya.",2,negative,2023-11-19,Mumbai,Food,Swiggy,hindi_english,123,SYN_009689,SYN0009689,Veg Thali,general
really happy with the product and immediate installation thank u flipkart,4,4,2023-03-25,,General,Flipkart,english,73,ENG_034290,ENGSRC034290,General_Item,general
"Zomato pe Tandoori Roti mangwaya, bahut achha. Delivery bahut fast thi thi, packaging kharab thi. Disappointed ho gaya.",2,negative,2024-01-11,Jaipur,Food,Zomato,hindi_english,119,SYN_007094,SYN0007094,Tandoori Roti,general
"Zomato pe Chicken Shawarma mangwaya, spicy. Delivery bahut fast thi thi, packaging theek thi. Phir bhi recommend karunga.",4,positive,2023-04-18,Delhi,Food,Zomato,hindi_english,121,SYN_006927,SYN0006927,Chicken Shawarma,general
Butter Chicken ka flavour light tha. Zomato delivery on time thi. Phir bhi recommend karunga.,5,positive,2023-05-18,Delhi,Food,Zomato,hindi_english,93,SYN_004348,SYN0004348,Butter Chicken,general
just go for it well packed nice delivery well deliveryman behavior product is awesome flipkart thanks,4,4,2024-06-17,,General,Flipkart,english,101,ENG_026190,ENGSRC026190,General_Item,general
"Steam Iron ka performance below average tha, price zyada tha. Warranty/return theek tha. Phir bhi recommend karunga.",2,negative,2023-09-25,Mumbai,Electronics,Flipkart,hindi_english,116,SYN_012883,SYN0012883,Steam Iron,general
"Amazon pe Electric Kettle purchase kiya, build average hai. Packaging leak-proof thi, delivery on time thi. Nahi lena chahiye tha.",5,positive,2025-03-23,Jaipur,Home,Amazon,hindi_english,130,SYN_001633,SYN0001633,Electric Kettle,general
i am software developer and i can say this machine is beyond above from others loved it,4,4,2023-01-22,,General,Flipkart,english,87,ENG_014596,ENGSRC014596,General_Item,general
"Price affordable tha, Track Pants overall disappointing. Disappointed ho gaya.",4,positive,2023-11-05,Chennai,Fashion,Myntra,hindi_english,78,SYN_010118,SYN0010118,Track Pants,general
"Flipkart se Powerbank liya, quality solid. Delivery late thi, packaging kharab thi. Disappointed ho gaya.",2,negative,2025-09-04,Lucknow,Home,Flipkart,hindi_english,105,SYN_003469,SYN0003469,Powerbank,general
"Pressure Cooker ka performance mast hai, price zyada tha. Return/replace theek tha. Value for money.",5,positive,2024-10-21,Bangalore,Home,Amazon,hindi_english,100,SYN_009052,SYN0009052,Pressure Cooker,general
Veg Thali fresh tha aur Swiggy delivery late thi thi. Price reasonable. Phir bhi recommend karunga.,5,positive,2025-02-23,Bangalore,Food,Swiggy,hindi_english,99,SYN_007607,SYN0007607,Veg Thali,general
"Price mehenga tha tha, Formal Shirt overall paisa wasool. Nahi lena chahiye tha.",1,negative,2024-08-26,Bangalore,Fashion,Myntra,hindi_english,80,SYN_008228,SYN0008228,Formal Shirt,general
multi pack product for multi grinding taskand also juicers with it great product,4,4,2025-03-24,,General,Flipkart,english,80,ENG_015895,ENGSRC015895,General_Item,general
"Zomato pe Butter Chicken mangwaya, bahut achha. Delivery on time thi thi, packaging theek thi. Phir bhi recommend karunga.",4,positive,2024-02-17,Kolkata,Food,Zomato,hindi_english,122,SYN_009594,SYN0009594,Butter Chicken,general
"Flipkart se Bluetooth Speaker liya, quality solid. Delivery late thi, packaging leak-proof thi. Disappointed ho gaya.",4,positive,2024-10-26,Delhi,Electronics,Flipkart,hindi_english,117,SYN_006473,SYN0006473,Bluetooth Speaker,general
"Shampoo ka result average mila, fragrance none. Price zyada tha. Value for money.",3,neutral,2023-05-14,Lucknow,Beauty,Nykaa,hindi_english,81,SYN_012507,SYN0012507,Shampoo,general
"Flipkart se Mixer Grinder liya, quality badhiya. Delivery bahut fast thi, packaging leak-proof thi. Phir bhi recommend karunga.",4,positive,2025-03-19,Hyderabad,Electronics,Flipkart,hindi_english,127,SYN_000388,SYN0000388,Mixer Grinder,general
Paneer Tikka fresh tha aur Swiggy delivery bahut fast thi thi. Price affordable. Overall theek hai.,2,negative,2025-06-14,Chennai,Food,Swiggy,hindi_english,99,SYN_003711,SYN0003711,Paneer Tikka,general
stickers are not properly breaks quality is vary bad within 15 days back tyer is look like it can blast any time its highly recommended not to buy it,4,4,2025-07-04,,General,Flipkart,english,149,ENG_011638,ENGSRC011638,General_Item,general
"Bluetooth Speaker ka performance theek hai, price reasonable. Return/replace theek tha. Phir bhi recommend karunga.",1,negative,2024-11-30,Bangalore,Kitchen,Amazon,hindi_english,115,SYN_005588,SYN0005588,Bluetooth Speaker,general
"Kolkata me Swiggy ka order diya: Cheeseburger. Quantity sahi thi, thanda pohoch gaya. Disappointed ho gaya.",1,negative,2024-09-08,Kolkata,Food,Swiggy,hindi_english,107,SYN_004259,SYN0004259,Cheeseburger,general
"Mixer Grinder ka performance excellent tha, price zyada tha. Warranty/return theek tha. Must try.",2,negative,2024-03-24,Chennai,Home,Flipkart,hindi_english,97,SYN_001036,SYN0001036,Mixer Grinder,general
"Flipkart se LED Bulb Pack liya, quality solid. Delivery late thi, packaging theek thi. Must try.",5,positive,2025-07-24,Chennai,Kitchen,Flipkart,hindi_english,96,SYN_002044,SYN0002044,LED Bulb Pack,general
i gave this watch to my wife on her birthdayvery nicelooking beautifulshe felt very excited for pleasant surpriseif u need to give small gift to any womanu can go for this item,4,4,2024-04-23,,General,Flipkart,english,176,ENG_010733,ENGSRC010733,General_Item,general
amazing shelf and easy to assemble dissemble high quality material is used,4,4,2024-05-31,,General,Flipkart,english,74,ENG_030597,ENGSRC030597,General_Item,general
fantastic machine which hits all the correct checkboxes i am using this for my development purposes and internet surfing the system is speedy however i found the battery backup is a little lower because this will work for 35hrs on the battery than you have to to look for a socket must buy recommended,4,4,2024-09-18,,General,Flipkart,english,301,ENG_013723,ENGSRC013723,General_Item,general
"Anarkali Dress ki stitching flimsy hai, color vibrant. Exchange/return helpful tha. Phir bhi recommend karunga.",4,positive,2023-06-02,Bangalore,Fashion,Myntra,hindi_english,111,SYN_002642,SYN0002642,Anarkali Dress,general
"Amazon pe Electric Kettle purchase kiya, build flimsy hai. Packaging kharab thi, delivery bahut fast thi. Phir bhi recommend karunga.",5,positive,2023-02-19,Kolkata,Home,Amazon,hindi_english,133,SYN_005724,SYN0005724,Electric Kettle,general
Great deal and good packaging.  Packaging so impressive.  Words are too short for defining.  Thanks Amazon,4,4,2024-03-17,,General,Amazon,english,106,ENG_000820,ENGSRC000820,General_Item,general
good quality i am using 43 inch led tv 165 lts two also its working,4,4,2023-10-10,,General,Flipkart,english,67,ENG_004339,ENGSRC004339,General_Item,general
"Swiggy se Chicken Biryani order kiya, taste average tha, delivery on time thi. Packaging kharab thi. Value for money.",4,positive,2024-08-28,Lucknow,Food,Swiggy,hindi_english,117,SYN_001555,SYN0001555,Chicken Biryani,general
"Track Pants ki stitching solid hai, color thoda fade. Exchange/return slow tha. Phir bhi recommend karunga.",1,negative,2024-04-03,Kolkata,Fashion,Myntra,hindi_english,107,SYN_001612,SYN0001612,Track Pants,general
nice product at this price build quality is awesome nyc thanks,4,4,2024-04-05,,General,Flipkart,english,62,ENG_019863,ENGSRC019863,General_Item,general
"Nykaa se Matte Lipstick liya, skin pe feel thoda sticky hai. Packaging sahi thi. Delivery bahut fast thi. Phir bhi recommend karunga.",2,negative,2024-06-21,Pune,Beauty,Nykaa,hindi_english,133,SYN_001164,SYN0001164,Matte Lipstick,general
recomendedproduct meterial is good looks also decent but dinner plate size is too small to eat rice in it it shoud be one size biggerother than that its a very nice product in a reasonable price,4,4,2024-10-11,,General,Flipkart,english,194,ENG_036768,ENGSRC036768,General_Item,general
in offroad i feel very comfortable to ride this cycle the brakeing also good and the suspension also work good in this budget,4,4,2024-05-08,,General,Flipkart,english,125,ENG_011500,ENGSRC011500,General_Item,general
quality is so cheap have to be very careful while washing,4,4,2024-07-11,,General,Flipkart,english,57,ENG_004808,ENGSRC004808,General_Item,general
"Sneakers ki stitching solid hai, color vibrant. Exchange/return helpful tha. Must try.",5,positive,2025-07-15,Bangalore,Fashion,Myntra,hindi_english,86,SYN_002648,SYN0002648,Sneakers,general
good product easy to use may be it takes 23 times to understand installation of all items juice extracted is a delicious as well as nutrious,4,4,2025-06-21,,General,Flipkart,english,140,ENG_032907,ENGSRC032907,General_Item,general
sound output is really good for the price point bezelless display looks terrific navigation from ott to tv is seamless and minimal effort required overall good buy for entry level,4,4,2025-03-15,,General,Flipkart,english,179,ENG_020510,ENGSRC020510,General_Item,general
good product and i like it my sister give me a gift for me,4,4,2023-01-28,,General,Flipkart,english,58,ENG_010717,ENGSRC010717,General_Item,general
"Amazon pe Electric Kettle purchase kiya, build flimsy hai. Packaging theek thi, delivery bahut fast thi. Value for money.",5,positive,2023-02-15,Pune,Electronics,Amazon,hindi_english,121,SYN_003913,SYN0003913,Electric Kettle,general
Cheeseburger fresh tha aur Swiggy delivery on time thi thi. Price mehenga tha. Value for money.,3,neutral,2025-05-09,Chennai,Food,Swiggy,hindi_english,95,SYN_006479,SYN0006479,Cheeseburger,general
i got this nest mini offer at just rs 1999 for buying new mobile positive 1great sound and good bass 2you can connect tv and speakers easy by commandnegative 1you can only play song available in gaana app if you want to play old movie song you need to be a premium member in you tube music2 so you pay 100 rs for youtube subscription for every month,4,4,2025-05-15,,General,Flipkart,english,349,ENG_006702,ENGSRC006702,General_Item,general
"Hair Dryer ka performance excellent tha, price reasonable. Warranty/return slow tha. Value for money.",2,negative,2025-01-14,Kolkata,Electronics,Flipkart,hindi_english,101,SYN_003523,SYN0003523,Hair Dryer,general
wash quality is decent of you are looking for washing machine in price range of 13k you can go for it it takes lots of water you can program your wash rinse and spin time overall its a good product,4,4,2025-09-11,,General,Flipkart,english,197,ENG_025420,ENGSRC025420,General_Item,general
all are doing well but you buy for juicer than sorry dont buy it,4,4,2024-05-26,,General,Flipkart,english,64,ENG_015685,ENGSRC015685,General_Item,general
"Hoodie ki stitching flimsy hai, color as shown. Exchange/return theek tha. Value for money.",3,neutral,2025-04-17,Pune,Fashion,Myntra,hindi_english,91,SYN_008212,SYN0008212,Hoodie,general
"Swiggy se Margherita Pizza order kiya, taste fresh tha, delivery bahut fast thi. Packaging theek thi. Must try.",2,negative,2024-07-03,Kolkata,Food,Swiggy,hindi_english,111,SYN_002004,SYN0002004,Margherita Pizza,general
jeeves technician not good i buy 43 inch tv wall mount the technician is very bad installation but tv is very good,4,4,2024-01-25,,General,Flipkart,english,114,ENG_021227,ENGSRC021227,General_Item,general
"Moisturizer ka result decent mila, fragrance mild. Price reasonable. Must try.",5,positive,2023-09-10,Delhi,Beauty,Nykaa,hindi_english,78,SYN_007452,SYN0007452,Moisturizer,general
after one month only product started water leakage i was very upset,4,4,2025-10-13,,General,Flipkart,english,67,ENG_026300,ENGSRC026300,General_Item,general
"Myntra se Running Shoes liya, size loose tha aur fabric rough. Delivery on time thi. Overall theek hai.",4,positive,2024-03-28,Delhi,Fashion,Myntra,hindi_english,103,SYN_000018,SYN0000018,Running Shoes,general
"Mixer Grinder ka performance excellent tha, price mehenga tha. Warranty/return slow tha. Phir bhi recommend karunga.",3,neutral,2024-10-07,Chennai,Electronics,Flipkart,hindi_english,116,SYN_002021,SYN0002021,Mixer Grinder,general
"Cotton T-Shirt ki stitching badhiya hai, color as shown. Exchange/return helpful tha. Disappointed ho gaya.",1,negative,2024-09-26,Pune,Fashion,Myntra,hindi_english,107,SYN_006936,SYN0006936,Cotton T-Shirt,general
"Myntra se Anarkali Dress liya, size perfect tha aur fabric lightweight. Delivery late thi. Overall theek hai.",3,neutral,2024-10-04,Bangalore,Fashion,Myntra,hindi_english,109,SYN_001329,SYN0001329,Anarkali Dress,general
"Myntra se Kurta Set liya, size thoda tight tha aur fabric lightweight. Delivery bahut fast thi. Nahi lena chahiye tha.",3,neutral,2023-09-16,Bangalore,Fashion,Myntra,hindi_english,118,SYN_001445,SYN0001445,Kurta Set,general
"Swiggy se Chicken Biryani order kiya, taste average tha, delivery bahut fast thi. Packaging theek thi. Must try.",1,negative,2023-08-27,Kolkata,Food,Swiggy,hindi_english,112,SYN_004473,SYN0004473,Chicken Biryani,general
"Trimmer ka performance excellent tha, price zyada tha. Warranty/return helpful tha. Value for money.",4,positive,2025-07-08,Pune,Electronics,Flipkart,hindi_english,100,SYN_006244,SYN0006244,Trimmer,general
"Face Wash ka result average mila, fragrance none. Price reasonable. Value for money.",2,negative,2023-01-23,Jaipur,Beauty,Nykaa,hindi_english,84,SYN_000706,SYN0000706,Face Wash,general
"Myntra se Denim Jeans liya, size loose tha aur fabric rough. Delivery bahut fast thi. Nahi lena chahiye tha.",2,negative,2023-08-12,Bangalore,Fashion,Myntra,hindi_english,108,SYN_000279,SYN0000279,Denim Jeans,general
i was planning to buy dslr for long time its really good camera for beginners level photography and of course if any one have ability to shoot good quality photos may take easily with it delivery is very fast thanks flipkart for providing low cost pocket friendly opportunity on big billion day sale offer,4,4,2023-08-24,,General,Flipkart,english,305,ENG_002475,ENGSRC002475,General_Item,general
"Mixer Grinder ka performance excellent hai, price mehenga tha. Return/replace theek tha. Phir bhi recommend karunga.",2,negative,2023-12-12,Hyderabad,Home,Amazon,hindi_english,116,SYN_008676,SYN0008676,Mixer Grinder,general
waste of money partical board is not in good condition all edges are open edge bonding not donequality of the stand is not goodvery waste,4,4,2024-07-29,,General,Flipkart,english,137,ENG_033877,ENGSRC033877,General_Item,general
i buy this product 55 dessert but total sent another product still now cant be returned5 times technician visit postponed and some times automatically return rejected by flipkart after i call the flipkart customer care but they agreed the problem and still product cant be retu,4,4,2024-12-20,,General,Flipkart,english,277,ENG_000362,ENGSRC000362,General_Item,general
its good which i am using now excellent functionso far good worth price,4,4,2023-05-22,,General,Flipkart,english,71,ENG_035653,ENGSRC035653,General_Item,general
"Price reasonable tha, Sneakers overall okay okay. Must try.",2,negative,2025-02-02,Ahmedabad,Fashion,Myntra,hindi_english,59,SYN_000274,SYN0000274,Sneakers,general
"Shampoo ka result average mila, fragrance none. Price mehenga tha. Value for money.",5,positive,2024-07-24,Delhi,Beauty,Nykaa,hindi_english,83,SYN_005145,SYN0005145,Shampoo,general
"Myntra se Denim Jeans liya, size perfect tha aur fabric rough. Delivery late thi. Disappointed ho gaya.",4,positive,2023-03-15,Lucknow,Fashion,Myntra,hindi_english,103,SYN_008617,SYN0008617,Denim Jeans,general
Paneer Tikka ka flavour rich tha. Zomato delivery bahut fast thi. Overall theek hai.,4,positive,2023-07-04,Ahmedabad,Food,Zomato,hindi_english,84,SYN_000514,SYN0000514,Paneer Tikka,general
very bad car very slow speed i dont like this car,4,4,2024-02-03,,General,Flipkart,english,49,ENG_018828,ENGSRC018828,General_Item,general
"Nykaa se Kajal liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery on time thi. Phir bhi recommend karunga.",2,negative,2024-12-25,Kolkata,Beauty,Nykaa,hindi_english,126,SYN_005103,SYN0005103,Kajal,general
"Amazon pe Pressure Cooker purchase kiya, build flimsy hai. Packaging sahi thi, delivery late thi. Phir bhi recommend karunga.",2,negative,2024-09-25,Bangalore,Electronics,Amazon,hindi_english,125,SYN_005035,SYN0005035,Pressure Cooker,general
good product good speed for you kind information it will give you 931 gb for ussage it is good for me,4,4,2023-11-08,,General,Flipkart,english,101,ENG_005372,ENGSRC005372,General_Item,general
Idli Sambar fresh tha aur Swiggy delivery late thi thi. Price zyada tha. Overall theek hai.,3,neutral,2025-07-04,Pune,Food,Swiggy,hindi_english,91,SYN_004085,SYN0004085,Idli Sambar,general
"Jaipur me Swiggy ka order diya: Cheeseburger. Quantity kaafi thi, thanda pohoch gaya. Overall theek hai.",5,positive,2024-10-26,Jaipur,Food,Swiggy,hindi_english,104,SYN_010874,SYN0010874,Cheeseburger,general
"Electric Kettle ka performance mast tha, price reasonable. Warranty/return helpful tha. Disappointed ho gaya.",4,positive,2023-10-06,Hyderabad,Kitchen,Flipkart,hindi_english,109,SYN_011218,SYN0011218,Electric Kettle,general
"Flipkart se Steam Iron liya, quality flimsy. Delivery on time thi, packaging sahi thi. Value for money.",1,negative,2024-07-20,Hyderabad,Home,Flipkart,hindi_english,103,SYN_002406,SYN0002406,Steam Iron,general
after using 2 and half years i must say its worth your money,4,4,2024-10-20,,General,Flipkart,english,60,ENG_009895,ENGSRC009895,General_Item,general
"Anarkali Dress ki stitching badhiya hai, color vibrant. Exchange/return theek tha. Nahi lena chahiye tha.",1,negative,2023-12-20,Ahmedabad,Fashion,Myntra,hindi_english,105,SYN_007517,SYN0007517,Anarkali Dress,general
"Trimmer ka performance below average tha, price mehenga tha. Warranty/return slow tha. Nahi lena chahiye tha.",1,negative,2023-11-07,Lucknow,Electronics,Flipkart,hindi_english,109,SYN_008853,SYN0008853,Trimmer,general
"Zomato pe Chole Bhature mangwaya, bland. Delivery late thi thi, packaging leak-proof thi. Must try.",4,positive,2025-06-12,Jaipur,Food,Zomato,hindi_english,99,SYN_009982,SYN0009982,Chole Bhature,general
"Sunscreen SPF50 ka result average mila, fragrance strong. Price reasonable. Nahi lena chahiye tha.",1,negative,2023-08-06,Hyderabad,Beauty,Nykaa,hindi_english,98,SYN_010405,SYN0010405,Sunscreen SPF50,general
yesthe perfect product wanted from filpkartthe packaging was also soo good,4,4,2024-06-21,,General,Flipkart,english,74,ENG_015675,ENGSRC015675,General_Item,general
stopped working after 3 months and the service centre is 30km away,4,4,2025-08-28,,General,Flipkart,english,66,ENG_031925,ENGSRC031925,General_Item,general
material is not per product what we see and its ok product,4,4,2025-10-06,,General,Flipkart,english,58,ENG_034364,ENGSRC034364,General_Item,general
"Nykaa se Moisturizer liya, skin pe feel lightweight hai. Packaging kharab thi. Delivery bahut fast thi. Nahi lena chahiye tha.",2,negative,2025-04-23,Delhi,Beauty,Nykaa,hindi_english,126,SYN_005349,SYN0005349,Moisturizer,general
"Zomato pe Chole Bhature mangwaya, fresh. Delivery on time thi thi, packaging leak-proof thi. Nahi lena chahiye tha.",3,neutral,2023-11-17,Hyderabad,Food,Zomato,hindi_english,115,SYN_004029,SYN0004029,Chole Bhature,general
"Kurta Set ki stitching badhiya hai, color thoda fade. Exchange/return slow tha. Must try.",4,positive,2024-05-15,Lucknow,Fashion,Myntra,hindi_english,89,SYN_009417,SYN0009417,Kurta Set,general
"Powerbank ka performance theek hai, price mehenga tha. Return/replace helpful tha. Disappointed ho gaya.",5,positive,2025-03-02,Hyderabad,Kitchen,Amazon,hindi_english,104,SYN_012045,SYN0012045,Powerbank,general
"Kajal ka result decent mila, fragrance strong. Price zyada tha. Phir bhi recommend karunga.",4,positive,2024-06-04,Pune,Beauty,Nykaa,hindi_english,91,SYN_003459,SYN0003459,Kajal,general
"Kolkata me Swiggy ka order diya: Paneer Tikka. Quantity sahi thi, thik temperature. Phir bhi recommend karunga.",4,positive,2023-04-13,Kolkata,Food,Swiggy,hindi_english,111,SYN_002200,SYN0002200,Paneer Tikka,general
"Mixer Grinder ka performance excellent hai, price zyada tha. Return/replace theek tha. Must try.",1,negative,2023-05-22,Kolkata,Electronics,Amazon,hindi_english,96,SYN_007763,SYN0007763,Mixer Grinder,general
"LED Bulb Pack ka performance excellent hai, price mehenga tha. Return/replace helpful tha. Value for money.",2,negative,2025-05-25,Hyderabad,Kitchen,Amazon,hindi_english,107,SYN_001428,SYN0001428,LED Bulb Pack,general
"Face Wash ka result visible mila, fragrance none. Price affordable. Value for money.",2,negative,2025-09-04,Mumbai,Beauty,Nykaa,hindi_english,84,SYN_009925,SYN0009925,Face Wash,general
"Flipkart se Electric Kettle liya, quality solid. Delivery late thi, packaging kharab thi. Phir bhi recommend karunga.",1,negative,2023-05-22,Ahmedabad,Kitchen,Flipkart,hindi_english,117,SYN_008919,SYN0008919,Electric Kettle,general
thanks a lot i gained much weight in just 30 days i gained adequate weight now its look like all dresses fits me more beautifully,4,4,2023-11-13,,General,Flipkart,english,129,ENG_014073,ENGSRC014073,General_Item,general
"Nykaa se Moisturizer liya, skin pe feel lightweight hai. Packaging kharab thi. Delivery on time thi. Nahi lena chahiye tha.",5,positive,2023-07-16,Hyderabad,Beauty,Nykaa,hindi_english,123,SYN_003821,SYN0003821,Moisturizer,general
"Amazon pe Hair Dryer purchase kiya, build average hai. Packaging theek thi, delivery bahut fast thi. Value for money.",4,positive,2025-09-29,Jaipur,Kitchen,Amazon,hindi_english,117,SYN_006127,SYN0006127,Hair Dryer,general
did apple ever make u unhappy no right so what are u waiting for please go for it really great performance in this price range i love it lastly thank you alot flipkart,4,4,2025-03-08,,General,Flipkart,english,167,ENG_022947,ENGSRC022947,General_Item,general
"Hair Dryer ka performance mast tha, price zyada tha. Warranty/return helpful tha. Disappointed ho gaya.",4,positive,2024-11-09,Mumbai,Electronics,Flipkart,hindi_english,103,SYN_009772,SYN0009772,Hair Dryer,general
it is requested to display more designs in respect of the opalware products,4,4,2025-08-03,,General,Flipkart,english,75,ENG_036786,ENGSRC036786,General_Item,general
so good product the kajal is a smooth and good quality and it is few money do buy it,4,4,2024-07-22,,General,Flipkart,english,84,ENG_011186,ENGSRC011186,General_Item,general
"Bangalore me Swiggy ka order diya: Gulab Jamun. Quantity sahi thi, thanda pohoch gaya. Disappointed ho gaya.",1,negative,2023-08-25,Bangalore,Food,Swiggy,hindi_english,108,SYN_011019,SYN0011019,Gulab Jamun,general
"LED Bulb Pack ka performance below average hai, price mehenga tha. Return/replace theek tha. Nahi lena chahiye tha.",5,positive,2023-06-02,Hyderabad,Kitchen,Amazon,hindi_english,115,SYN_006847,SYN0006847,LED Bulb Pack,general
"Price affordable tha, Cotton T-Shirt overall great value. Phir bhi recommend karunga.",4,positive,2024-07-02,Chennai,Fashion,Myntra,hindi_english,85,SYN_003586,SYN0003586,Cotton T-Shirt,general
"Restaurant se Samosa order kiya via Zomato. Portion kaafi tha, thik temperature. Phir bhi recommend karunga.",4,positive,2025-09-27,Ahmedabad,Food,Zomato,hindi_english,108,SYN_011859,SYN0011859,Samosa,general
i been using this butterfly rapid mixer juicer since 4month it is working very nicely hope it works as good as it is rightnow further but it is very good productmust buy pocket friendly and works best,4,4,2023-07-12,,General,Flipkart,english,200,ENG_015335,ENGSRC015335,General_Item,general
in a solo option this is d best but size is little small,4,4,2024-10-27,,General,Flipkart,english,56,ENG_035693,ENGSRC035693,General_Item,general
"Bluetooth Speaker ka performance theek hai, price reasonable. Return/replace theek tha. Disappointed ho gaya.",5,positive,2025-05-25,Bangalore,Kitchen,Amazon,hindi_english,109,SYN_010512,SYN0010512,Bluetooth Speaker,general
"Price zyada tha tha, Running Shoes overall disappointing. Must try.",3,neutral,2023-07-28,Bangalore,Fashion,Myntra,hindi_english,67,SYN_008995,SYN0008995,Running Shoes,general
touch is not working properly and it would be good nad worth if it has feature to attend the calls as well not able to access to the normal messages preferably regretting for buying it,4,4,2023-07-02,,General,Flipkart,english,184,ENG_021974,ENGSRC021974,General_Item,general
had a small glitch on first connection the charging time was stuck at 5 minutes for some hours when i called the technician they told to reset the inverter by disconnecting the postive and negetive terminals of the battery done that and now its working smoothly since thenthis review is just after 2 days of use,4,4,2024-08-26,,General,Flipkart,english,311,ENG_032222,ENGSRC032222,General_Item,general
blue colour short is good one but remaining one black colour checkered track is not at all good after wash colour is shading,4,4,2023-05-19,,General,Flipkart,english,124,ENG_009641,ENGSRC009641,General_Item,general
"Nykaa se Face Wash liya, skin pe feel greasy nahi hai. Packaging kharab thi. Delivery bahut fast thi. Phir bhi recommend karunga.",4,positive,2025-02-22,Bangalore,Beauty,Nykaa,hindi_english,129,SYN_006463,SYN0006463,Face Wash,general
it was a very good product nd delivery was on time i am completely satisfied with the product thank you,4,4,2025-07-30,,General,Flipkart,english,103,ENG_032493,ENGSRC032493,General_Item,general
"Face Wash ka result average mila, fragrance strong. Price affordable. Value for money.",3,neutral,2023-09-30,Kolkata,Beauty,Nykaa,hindi_english,86,SYN_011192,SYN0011192,Face Wash,general
"Zomato pe Tandoori Roti mangwaya, average. Delivery on time thi thi, packaging sahi thi. Value for money.",1,negative,2025-06-11,Kolkata,Food,Zomato,hindi_english,105,SYN_008055,SYN0008055,Tandoori Roti,general
"Delhi me Swiggy ka order diya: Chicken Biryani. Quantity sahi thi, thik temperature. Must try.",1,negative,2024-07-20,Delhi,Food,Swiggy,hindi_english,94,SYN_006162,SYN0006162,Chicken Biryani,general
"Amazon pe Bluetooth Speaker purchase kiya, build flimsy hai. Packaging leak-proof thi, delivery late thi. Must try.",4,positive,2023-10-13,Jaipur,Home,Amazon,hindi_english,115,SYN_006424,SYN0006424,Bluetooth Speaker,general
"Myntra se Track Pants liya, size loose tha aur fabric rough. Delivery on time thi. Overall theek hai.",5,positive,2025-07-13,Delhi,Fashion,Myntra,hindi_english,101,SYN_004179,SYN0004179,Track Pants,general
"Hair Dryer ka performance below average tha, price mehenga tha. Warranty/return theek tha. Overall theek hai.",3,neutral,2023-05-20,Kolkata,Home,Flipkart,hindi_english,109,SYN_002930,SYN0002930,Hair Dryer,general
everything is good but there has been some damage at the bottem dureing transport so i replaced it but again replaced product had some what minor dent at the bottem but i dont blame flipkart for it i think the transport problem,4,4,2023-12-29,,General,Flipkart,english,227,ENG_018634,ENGSRC018634,General_Item,general
"Nykaa se Shampoo liya, skin pe feel thoda sticky hai. Packaging theek thi. Delivery late thi. Value for money.",4,positive,2024-07-03,Mumbai,Beauty,Nykaa,hindi_english,110,SYN_001706,SYN0001706,Shampoo,general
msi gf63 i5 10 gen rtx 3050 is good laptop at that price they are providing fitting part for future expansion ram and ssd it is provide true gaming experience keyboard and touchpad are excellent it gives experience of using macbook i am loved with msi dragon center where we monitor user laptop condition overall experience is very good,4,4,2024-06-10,,General,Flipkart,english,336,ENG_013489,ENGSRC013489,General_Item,general
after 5 days pic all seeds are growing must buyreally very happy,4,4,2023-06-16,,General,Flipkart,english,64,ENG_033567,ENGSRC033567,General_Item,general
nice product and delivery verry fast in free deliveryi booked on 11th jan early morning and it says 17th jan of delivery but i got it on 13th janseller has packed good my product totally value of money product i recommendi gave my review after 3dsys just because of i want to give genuine review so here i am for itits give me 33mbs to 36mbs speed of copy and past in windows 7 with 20 port and i dont have 30 port so i cant checked yet ill give review for 30 in featureverry go,4,4,2025-08-01,,General,Flipkart,english,478,ENG_005287,ENGSRC005287,General_Item,general
very nice very good product and most recommendablei took this to gift my cousinsthe quality of product is superbgo for itkids will love it,4,4,2024-08-19,,General,Flipkart,english,138,ENG_009100,ENGSRC009100,General_Item,general
"Formal Shirt ki stitching average hai, color vibrant. Exchange/return slow tha. Phir bhi recommend karunga.",2,negative,2025-07-24,Delhi,Fashion,Myntra,hindi_english,107,SYN_008338,SYN0008338,Formal Shirt,general
"Anarkali Dress ki stitching solid hai, color vibrant. Exchange/return helpful tha. Must try.",3,neutral,2023-04-22,Mumbai,Fashion,Myntra,hindi_english,92,SYN_005020,SYN0005020,Anarkali Dress,general
